Category,Functional_Group,Subclassification,Code,Additive,Reference(s)_of_Community_legal_act,Reference_in_OJ,Date_of_authorisation,Expiry_date_of_authorisation(s),Date_of_first_entry_in_the_Register
1,k,Silage additives,1k20725,"Lactobacillus plantarum (ATCC PTSA- 6139) = Lactobacillus plantarum 24011","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20717,"Lactobacillus plantarum (CNCM I-3235) = Lactobacillus plantarum CNCM I-3235 / ATCC 8014","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20722,"Lactobacillus plantarum (CNCM MA 18/5U) = Lactobacillus plantarum DSM 11672","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k2078,Lactobacillus plantarum (DSM 12836),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k2079,Lactobacillus plantarum (DSM 12837),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k20719,Lactobacillus plantarum (DSM 16565),"Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20720,Lactobacillus plantarum (DSM 16568),"Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20726,"Lactobacillus plantarum (DSM 18112) = Lactobacillus plantarum LP286 DSM 4784 ATCC 53187","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20727,"Lactobacillus plantarum (DSM 18113) = Lactobacillus plantarum LP318 DSM 4785","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20728,"Lactobacillus plantarum (DSM 18114) = Lactobacillus plantarum LP319 DSM 4786","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20718,"Lactobacillus plantarum (DSM 19457) = Lactobacillus plantarum IFA 96","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k2071,Lactobacillus plantarum (DSM 21762),"Commission Implementing Regulation (EU) No 868/2011 of 31 August 2011","OJ L 226, 01.09.2011, p. 2",21.09.2011,21.09.2021,06.09.11
1,k,Silage additives,1k20716,"Lactobacillus plantarum (DSM 23375) = Lactobacillus plantarum AK 5106 DSM 20174","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20750,Lactobacillus plantarum (DSM 29025),"Commission Implementing Regulation (EU) 2016/2150 of 7 December 2016","OJ L 333, 08.12.2016, p. 44",28.12.2016,28.12.2026,13.12.16
1,k,Silage additives,1k20731,Lactobacillus plantarum (DSM 3676),"Commission Implementing Regulation (EU) No 1119/2012 of 29 November 2012","OJ L 330, 30.11.2012, p. 14",20.12.2012,20.12.2022,03.12.12
1,k,Silage additives,1k20732,Lactobacillus plantarum (DSM 3677),"Commission Implementing Regulation (EU) No 1119/2012 of 29 November 2012","OJ L 330, 30.11.2012, p. 14",20.12.2012,20.12.2022,03.12.12
1,k,Silage additives,1k20812,"Lactobacillus plantarum (DSM 8862 and DSM 8866)","Commission Implementing Regulation (EU) No 93/2012 of 3 February 2012","OJ L 33, 04.02.2012, p. 1",24.02.2012,24.02.2022,06.22.12
1,k,Silage additives,1k20721,"Lactobacillus plantarum (LMG-21295) = Lactobacillus plantarum MiLAB 393","Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20736,Lactobacillus plantarum (NCIMB 30083),"Commission Implementing Regulation (EU) No 308/2013 of 3 April 2013","OJ L 94, 04.04.2013, p. 1",24.04.2013,24.04.2023,08.04.13
1,k,Silage additives,1k20737,Lactobacillus plantarum (NCIMB 30084),"Commission Implementing Regulation (EU) No 308/2013 of 3 April 2013","OJ L 94, 04.04.2013, p. 1",24.04.2013,24.04.2023,08.04.13
1,k,Silage additives,1k20723,Lactobacillus plantarum (NCIMB 30094),"Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,Silage additives,1k20714,Lactobacillus plantarum (NCIMB 30148),"Commission Implementing Regulation (EU) No 841/2012 of 18 September 2012","OJ L 252, 19.09.2012, p. 17",19.11.2012,19.11.2022,01.10.12
1,k,Silage additives,1k2073,Lactobacillus plantarum (NCIMB 30236),"Commission Implementing Regulation (EU) No 1111/2011 of 3 November 2011","OJ L 287, 04.11.2011, p. 30",24.11.2011,24.11.2021,14.11.11
1,k,Silage additives,1k20711,"Lactobacillus rhamnosus (NCIMB 30121)","Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k20713,Lactobacillus plantarum (NCIMB 41028),"Commission Implementing Regulation (EU) No 841/2012 of 18 September 2012","OJ L 252, 19.09.2012, p. 17",19.11.2012,19.11.2022,01.10.12
1,k,Silage additives,1k20751,Lactobacillus plantarum (NCIMB 42150),"Commission Implementing Regulation (EU) 2016/2150 of 7 December 2016","OJ L 333, 08.12.2016, p. 44",28.12.2016,28.12.2026,13.12.16
1,k,Silage additives,1k20724,Lactobacillus plantarum (VTT E-78076),"Commission Implementing Regulation (EU) No 1065/2012 of 13.11.2012","OJ L 314, 14.11.2012, p. 15",04.12.2012,04.12.2022,15.11.12
1,k,2 – Microorganisms,,Lactobacillus plantarum K KKP/788/p,Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,Silage additives,1k20746,Lactobacillus plantarum CECT 4528,"Commission Implementing Regulation (EU) No 399/2014 of 22 April 2014 / Corrigendum in OJ L 196 03.07.2014, p. 44","OJ L 119, 22.04.2014, p. 40 / Corrigendum in OJ L 196, 03.07.2014, p. 44",13.05.2014,13.05.2024,08.05.14
1,k,Silage additives,1k20749,Lactobacillus plantarum DSMZ 16627,"Commission Implementing Regulation (EU) No 849/2014 of 4 August 2014","OJ L 232, 05.08.2014, p. 16",25.08.2014,25.08.2024,03.09.14
1,k,2 – Microorganisms,,Lactobacillus plantarum K KKP/593/p,Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,2 – Microorganisms,,"Lactobacillus plantarum LP287 DSM 5257 ATCC 55058",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,2 – Microorganisms,,"Lactobacillus plantarum LP329 DSM 5258 ATCC 55942",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,Silage additives,1k20743,Lactobacillus plantarum NCIMB 40027,"Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013","OJ L 298, 08.11.2013, p. 29",28.11.2013,28.11.2023,07.11.13
1,k,Silage additives,1k20755,Lactobacillus casei DSM 28872,"Commission Implementing Regulation (EU) 2017/1903 of 18 October 2017","OJ L 269, 19.10.2017, p. 22",08.11.2017,08.11.2027,09.11.17
1,k,Silage additives,1k20756,Lactobacillus rhamnosus DSM 29226,"Commission Implementing Regulation (EU) 2017/1903 of 18 October 2017","OJ L 269, 19.10.2017, p. 22",08.11.2017,08.11.2027,09.11.17
1,k,Silage additives,1k2081,Lactococcus lactis (DSM 11037),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k2083,"Lactococcus lactis (NCIMB 30117) (= CCM 4754, NCIMB 30117)","Commission Implementing Regulation (EU) No 227/2012 of 15 March 2012 / Corrigendum PL in OJ L 209, PL 04.08.2012 p. 18","OJ L 77, 16.03.2012, p. 8 / Corrigendum PL in OJ L 209, PL 04.08.2012 p. 18",05.04.2012,05.04.2022,20.03.12
1,k,Silage additives,1k2082,Lactococcus lactis (NCIMB 30160),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k2104,"Pediococcus acidilactici (CNCM MA 18/5M) (DSM 11673)","Commission Implementing Regulation (EU) No 1119/2012 of 29 November 2012","OJ L 330, 30.11.2012, p. 14",20.12.2012,20.12.2022,03.12.12
1,k,Silage additives,1k2102,Lactococcus lactis (DSM 16243),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k21009,"Pediococcus acidilactici CNCM I-3237 [All animal species]","Commission Implementing Regulation (EU) No 304/2014 of 25 March 2014","OJ L 90, 26.03.2014, p. 8",15.04.2014,15.04.2024,27.03.14
1,k,Silage additives,1k21013,Pediococcus acidilactici NCIMB 30005,"Commission Implementing Regulation (EU) No 849/2014 of 4 August 2014","OJ L 232, 05.08.2014, p. 16",25.08.2014,25.08.2024,03.09.14
1,k,Silage additives,1k21014,Pediococcus parvulus DSM 28875,"Commission Implementing Regulation (EU) 2017/1903 of 18 October 2017","OJ L 269, 19.10.2017, p. 22",08.11.2017,08.11.2027,09.11.17
1,k,Silage additives,1k2103,Pediococcus pentosaceus (DSM 12834),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k2105,"Pediococcus pentosaceus (DSM 23376) = Pediococcus pentosaceus NCIMB 30171","Commission Implementing Regulation (EU) No 1119/2012 of 29 November 2012","OJ L 330, 30.11.2012, p. 14",20.12.2012,20.12.2022,03.12.12
1,k,Silage additives,1k2107,"Pediococcus pentosaceus (NCIMB 30168)","Commission Implementing Regulation (EU) No 1119/2012 of 29 November 2012","OJ L 330, 30.11.2012, p. 14",20.12.2012,20.12.2022,03.12.12
1,k,Silage additives,1k1009,Pediococcus pentosaceus DSM 14021,"Commission Implementing Regulation (EU) No 84/2014 of 30 January 2014","OJ L 208, 31.01.2014, p. 30",20.02.2014,20.02.2024,03.02.14
1,k,Silage additives,1k2101,Pediococcus pentosaceus DSM 16244,"Reg. (EU) No 514/2010 of 15 June 2010","OJ L 150, 16.06.2010, p. 42",06.07.2010,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",16.06.10
1,k,Silage additives,1k1010,"Pediococcus pentosaceus DSM 23688 (Formerly Pediococcus acidilactici 33-11 NCIMB 30085)","Commission Implementing Regulation (EU) No 84/2014 of 30 January 2014","OJ L 208, 31.01.2014, p. 30",20.02.2014,20.02.2024,03.02.14
1,k,Silage additives,1k1011,"Pediococcus pentosaceus DSM 23689 (Formerly Pediococcus acidilactici 36-05 NCIMB 30086)","Commission Implementing Regulation (EU) No 84/2014 of 30 January 2014","OJ L 208, 31.01.2014, p. 30",20.02.2014,20.02.2024,03.02.14
1,k,Silage additives,1k2106,"Pediococcus pentosaceus NCIMB 12455","Commission Implementing Regulation (EU) No 1119/2012 of 29 November 2012","OJ L 330, 30.11.2012, p. 14",20.12.2012,20.12.2022,03.12.12
1,k,Silage additives,1k21015,Pediococcus pentosaceus DSM 32291,"Commission Implementing Regulation (EU) No 2018/1543 of 15 October 2018","OJ L 259, 16.10.2018, p. 22",05.11.2018,05.11.2028,16.10.18
1,k,Silage additives,1k21008,"Preparation of Lactobacillus plantarum NCIMB 30238 and Pediococcus pentosaceus NCIMB 30237","Commission Implementing Regulation (EU) 2015/1489 of 3 September 2015","OJ L 231, 04.09.2015, p. 1",24.09.2015,24.09.2025,04.09.15
1,k,Silage additives,1k2111,"Propionibacterium acidipropionici CNCM MA 26/4U","Commission Implementing Regulation (EU) No 990/2012 of 25 October 2012","OJ L 297, 26.10.2012, p. 15",15.10.2012,15.10.2022,26.10.12
1,k,Silage additives,1k202,Potassium sorbate,"Commission Implementing Regulation (EU) 2016/2023 of 18 November 2016","OJ L 313, 19.11.2016, p. 14",09.12.2016,09.12.2026,01.12.16
1,k,Silage additives,1k236,Formic acid,"Commission Implementing Regulation (EU) 2016/2023 of 18 November 2016","OJ L 313, 19.11.2016, p. 14",09.12.2016,09.12.2026,01.12.16
1,k,Silage additives,1k237,Sodium formate,"Commission Implementing Regulation (EU) 2016/2023 of 18 November 2016","OJ L 313, 19.11.2016, p. 14",09.12.2016,09.12.2026,01.12.16
1,k,Silage additives,1k280,Propionic acid [Ruminants; pigs; poultry],"Commission Implementing Regulation (EU) No 1222/2013 of 29 November 2013","OJ L 320, 30.11.2013, p. 16",20.12.2013,20.12.2023,02.12.13
1,k,Silage additives,1k280,"Propionic acid [All animal species other than ruminants, pigs and poultry]","Commission Implementing Regulation (EU) No 305/2014 of 25 March 2014","OJ L 90, 26.03.2014, p. 12",15.04.2014,15.04.2024,27.03.14
1,k,Silage additives,1k281,"Sodium propionate [Ruminants; pigs; poultry]","Commission Implementing Regulation (EU) No 1222/2013 of 29 November 2013","OJ L 320, 30.11.2013, p. 16",20.12.2013,20.12.2023,02.12.13
1,k,Silage additives,1k281,"Sodium propionate [All animal species other than ruminants, pigs and poultry]","Commission Implementing Regulation (EU) No 305/2014 of 25 March 2014","OJ L 90, 26.03.2014, p. 12",15.04.2014,15.04.2024,27.03.14
1,k,Silage additives,1k284,"Ammonium propionate [Ruminants; pigs; poultry]","Commission Implementing Regulation (EU) No 1222/2013 of 29 November 2013","OJ L 320, 30.11.2013, p. 16",20.12.2013,20.12.2023,02.12.13
1,k,Silage additives,1k284,"Ammonium propionate [All animal species other than ruminants, pigs and poultry]","Commission Implementing Regulation (EU) No 305/2014 of 25 March 2014","OJ L 90, 26.03.2014, p. 12",15.04.2014,15.04.2024,27.03.14
1,k,Silage additives,1k301,Sodium benzoate,"Commission Implementing Regulation (EU) 2016/2023 of 18 November 2016","OJ L 313, 19.11.2016, p. 14",09.12.2016,09.12.2026,01.12.16
1,k,3 - Substances,E 250,Sodium nitrite,Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,m,"Substances for the reduction of the contamination of feed by mycotoxins (trichothecenescarbonate))",1m01,"Micro-organism strain DSM 11798 of the Coriobacteriaceae family [Pigs]","Commission Implementing Regulation (EU) No 1016/2013 of 23 October 2013 / Amended by Commission Implementing Regulation (EU) No 2017/930 of 31 May 2017","OJ L 282, 24.10.2013, p. 36 / Amended by OJ L 141, 01.06.2017, p. 6",13.11.2013,13.11.2023,05.11.13
1,m,"Substances for the reduction of the contamination of feed by mycotoxins (trichothecenes)",1m01,"Micro-organism strain DSM 11798 of the Coriobacteriaceae family [All avian species]","Commission Implementing Regulation (EU) No 2017/930 of 31 May 2017","OJ L 141, 01.06.2017, p. 6",21.06.2017,21.06.2027,07.06.17
1,m,"Substances for the reduction of the contamination of feed by mycotoxins (fumonisins)",1m03,"Fumonisin esterase EC 3.1.1.87 produced by Komagataella pastoris DSM 26643 [Pigs]","Commission Implementing Regulation (EU) No 1115/2014 of 21 October 2014","OJ L 302, 22.10.2014, p. 51",11.11.2014,11.11.2024,24.10.14
1,m,"Substances for the reduction of the contamination of feed by mycotoxins (fumonisins)",1m03,"Fumonisin esterase EC 3.1.1.87 produced by Komagataella pastoris DSM 26643 [All avian species]","Commission Implementing Regulation (EU) No 2017/913 of 29 May 2017","OJ L 139, 30.05.2017, p. 33",19.06.2017,19.06.2027,30.05.17
1,m,"Substances for the reduction of the contamination of feed by mycotoxins (fumonisins)",1m03i,"Fumonisin esterase EC 3.1.1.87 produced by Komagataella phaffii (DSM 32159) [All pigs; All poultry species]","Commission Implementing Regulation (EU) No 2018/1568 of 18 October 2018","OJ L 262, 19.10.2018, p. 34",08.11.2018,08.11.2028,19.10.18
1,m,"Substances for reduction of the contamination of feed by mycotoxins (aflatoxin B1)",1m558,"Bentonite [Ruminants, Poultry, Pigs]","Commission Implementing Regulation (EU) No 1060/2013 of 29 October 2013 / Corrigendum SL in OJ L10, 15.01.2014, p. 32","OJ L 289, 31.10.2013, p. 33 / Corrigendum SL OJ L10, 15.01.2014, p. 32",19.11.2013,19.11.2023,05.11.13
1,n,Hygiene condition enhancers,1k236,Formic acid,"Commission Implementing Regulation (EU) 2017/940 of 1 June 2017","OJ L 142, 02.06.2017, p. 40",21.06.2017,21.06.2027,07.06.17
1,n,hygiene condition enhancer,1k237,"Sodium formate [All animal species except pigs; Pigs]","Commission Implementing Regulation (EU) 2020/106 of 23 January 2020","OJ L 19, 24.01.2020, p. 15",13.02.2020,13.02.2030,24.01.20
1,o,"other technological additives (reduction of anti-nutritional factors in soybean)",1o01,"Preparation of Bacillus subtilis KCCM 10673P and Aspergillus oryzae KCTC 10258BP [All animal species]","Commission Implementing Regulation (EU) 2020/180 of 7 February 2020","OJ L 37, 10.02.2020, p. 55",01.03.2020,01.03.2030,10.02.20
2,a,Carotenoids and xanthophylls,E 160c,"Capsanthin [Poultry with the exception of turkeys]","Commission Directive of 8 July 1985 amending the Annexes to Council Directive 70/524/EEC concerning additives in feedingstuffs (85/429/EEC)","OJ L 245, 12.09.1985, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Carotenoids and xanthophylls,E 160f,"Ethyl ester of beta-apo-8’-carotenoic acid [Poultry]","Commission Directive of 8 July 1985 amending the Annexes to Council Directive 70/524/EEC concerning additives in feedingstuffs (85/429/EEC)","OJ L 245, 12.09.1985, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Carotenoids and xanthophylls,E 161b,Lutein [Poultry],"Commission Directive of 8 July 1985 amending the Annexes to Council Directive 70/524/EEC concerning additives in feedingstuffs (85/429/EEC)","OJ L 245, 12.09.1985, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Carotenoids and xanthophylls,E 161h,Zeaxanthin [Poultry],"Commission Directive of 8 July 1985 amending the Annexes to Council Directive 70/524/EEC concerning additives in feedingstuffs ( 85 /429/ EEC)","OJ L 245, 12.09.1985, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Carotenoids and xanthophylls,E 161i,Citranaxanthin [Laying hens],"Commission Directive of 8 July 1985 amending the Annexes to Council Directive 70/524/EEC concerning additives in feedingstuffs (85/429/EEC)","OJ L 245, 12.09.1985, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Carotenoids and xanthophylls,E 161y,"Astaxanthin-rich Phaffia rhodozyma(ATCC SD-5340) [Salmon; Trout]","Reg. (EC) No 828/2007 of 13 July 2007 / Corrigendum CS 07.09.2007","OJ L 184, 16.07.2007, p. 12 / Corrigendum CS OJ L 235 CS, 07.09.07 p. 8",03.08.2007,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",16.07.07
2,a,Other colourants,E 102,"Tartrazine as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted. Transitional measures in article 2 of Commission Implementing Regulation (EU) 2020/157 of 5 February 2020",07.11.05
2,a,Other colourants,E 110,"Sunset yellow FCF as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Other colourants,E 120,"Carmine (Carmine Lake WSP 50%) as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Other colourants,E 124,"Ponceau 4 R as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a (i),"Substances that add or restore colour in feedingstuffs",2a124,Ponceau 4R [Dogs; Cats],"Commission Implementing Regulation (EU) 2020/107 of 23 January 2020","OJ L 19, 24.01.2020, p. 18",13.02.2020,13.02.2030,24.01.20
2,a (iii),"Substances that add or restore colour in feedingstuffs",2a124,Ponceau 4R [Ornamental fish],"Commission Implementing Regulation (EU) 2020/107 of 23 January 2020","OJ L 19, 24.01.2020, p. 18",13.02.2020,13.02.2030,24.01.20
2,a,Other colourants,E 127,"Erythrosine as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted / Transitional measures in article 2 of Commission Implementing Regulation (EU) 2020/228 of 19 February 2020",07.11.05
2,a (i),"(i) substances that add or restore colour in feedingstuffs",2a127,Erythrosine [Dogs; Cats],"Commission Implementing Regulation (EU) 2020/228 of 19 February 2020","OJ L 47, 20.02.2020, p. 1",11.03.2020,11.03.2030,20.02.2020
2,a,Other colourants,E 129,"Allura Red as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a (i),"(i) substances that add or restore colour in feedingstuffs",2a129,Allura Red AC [Dogs; Cats],"Commission Implementing Regulation (EU) 2020/197 of 13 February 2020","OJ L 42, 14.02.2020, p. 4",05.03.2020,05.03.2030,14.02.20
2,a,Other colourants,E 132,"Indigotine as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a,Other colourants,E 133,"Brilliant Blue FCF as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
2,a (i),"(i) substances that add or restore colour in feedingstuffs",2a133,"Brilliant Blue FCF [Dogs; Cats]","Commission Implementing Regulation (EU) 2020/173 of 6 February 2020","OJ L 35, 07.02.2020, p. 9",27.02.2020,27.02.2030,07.02.20
2,a,Other colourants,E 141,"Chlorophyllin Copper Complex as colouring agents authorised for colouring foodstuffs by Community rules [Dogs; Cats]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01) / Azorubine or carmoisine is now 2a122. See Commission Implementing Regulation (EU) No 868/2012 of 24 September 2012 / Quinoline Yellow is now 2a104 see Commission Implementing Regulation (EU) 2015/244 of 16 February 2015","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
